Year,Selling_Price,Present_Price,Kms_Driven,Fuel_Type,Seller_Type,Transmission,Owner
2007,14.36,32.89,155749,Petrol,Dealer,Manual,0
2011,6.86,10.75,45741,Petrol,Individual,Automatic,0
2005,9.96,12.78,198932,Petrol,Dealer,Manual,1
2019,23.73,33.31,159238,Petrol,Dealer,Manual,0
2005,29.0,45.58,175446,CNG,Dealer,Manual,0
2018,41.77,49.14,47908,Petrol,,Automatic,1
2006,8.96,10.7,117455,Petrol,Individual,Manual,0
2020,6.08,,104468,Diesel,Individual,Manual,0
2019,1.66,3.76,92628,Petrol,Dealer,Automatic,1
2009,36.5,43.55,67875,Diesel,Individual,Manual,2
2007,13.98,15.44,49316,Petrol,Dealer,Automatic,2
2014,0.47,1.09,144358,Diesel,,Manual,0
2019,,11.97,64539,Diesel,,Manual,0
2015,16.68,,30235,Diesel,Individual,Manual,0
2005,36.16,49.56,191962,Petrol,Dealer,Manual,1
2011,18.19,26.65,26552,Diesel,Individual,Manual,1
2019,,11.03,14629,Petrol,Individual,Manual,0
2019,12.38,17.41,47489,Diesel,Individual,Manual,1
2022,11.03,17.19,105770,Petrol,Individual,Manual,1
2018,0.93,1.97,191030,Petrol,Dealer,Manual,0
2015,4.99,7.62,191000,,Individual,Manual,0
2021,17.19,35.06,96461,Petrol,Dealer,Manual,1
2019,5.52,6.89,104767,Petrol,Dealer,Manual,0
2006,11.52,12.31,170330,Diesel,Trustmark Dealer,Manual,1
2014,11.97,18.19,144915,Petrol,Dealer,Manual,0
2011,28.51,38.13,98571,Diesel,Dealer,Automatic,0
2021,18.82,29.54,24988,Petrol,Dealer,Manual,2
2014,16.55,34.76,116958,Petrol,Individual,Manual,1
2011,26.87,28.78,99219,Petrol,Trustmark Dealer,Automatic,0
2009,,34.5,34301,Petrol,Dealer,Manual,1
2016,0.53,1.14,81513,Petrol,Individual,Manual,1
2022,30.42,46.61,140023,CNG,,Manual,0
2021,4.91,,92607,Petrol,Dealer,Automatic,3
2017,12.45,20.91,76101,Diesel,Individual,Automatic,0
2018,19.62,38.78,29715,Petrol,Individual,Automatic,2
2023,18.99,22.33,53975,Diesel,Dealer,Manual,0
2007,28.43,47.4,193365,Petrol,Individual,Manual,1
2005,12.12,23.91,181288,CNG,Dealer,Manual,0
2014,26.36,43.87,38109,Petrol,Dealer,Manual,3
2022,,40.73,169922,Petrol,Trustmark Dealer,Manual,0
2023,33.65,49.07,178736,Petrol,Individual,Manual,0
2006,35.61,46.4,77870,Petrol,Individual,Manual,1
2023,37.8,45.01,115372,Petrol,Individual,Automatic,0
2018,19.35,36.85,126085,Petrol,Individual,Manual,2
2009,9.33,18.98,20369,Diesel,Individual,Automatic,0
2015,2.55,6.2,2223000,Petrol,Dealer,Manual,0
2023,18.25,34.74,61216,Petrol,Individual,Manual,1
2012,,48.95,114886,Petrol,Individual,Automatic,0
2009,21.59,36.6,152711,Diesel,Trustmark Dealer,Manual,1
2016,22.33,46.51,65305,Petrol,Individual,Automatic,0
2007,29.05,40.41,19506,Petrol,Dealer,Manual,0
2005,5.49,8.99,195697,Petrol,Individual,Automatic,0
2013,5.96,13.21,73232,Petrol,Dealer,Manual,0
2013,11.0,17.75,194838,Petrol,Individual,Manual,1
2020,4.76,9.24,4981,CNG,,Automatic,0
2017,22.84,29.5,83391,Petrol,Dealer,Manual,0
2014,29.3,48.8,20789,Petrol,Trustmark Dealer,Manual,2
2011,18.42,38.31,132380,Diesel,,Manual,0
2012,12.88,21.75,94046,Petrol,Trustmark Dealer,Automatic,2
2014,0.64,1.22,95908,Diesel,Dealer,Manual,3
2019,13.7,16.35,167887,CNG,Individual,Manual,1
2008,25.22,26.81,27497,CNG,Trustmark Dealer,Automatic,0
2009,6.99,16.89,97060,Petrol,Individual,Automatic,2
2016,5.02,6.44,176031,Petrol,Dealer,Manual,0
2015,12.38,22.7,166857,CNG,Individual,Automatic,0
2010,5.85,13.41,145438,Petrol,Individual,Manual,3
2012,18.58,45.55,38649,,Individual,Manual,0
2011,5.3,5.99,159000,Petrol,Dealer,Manual,1
2020,2.03,3.41,87117,Petrol,Dealer,Manual,0
2004,1.19,1.26,25105,CNG,Individual,Automatic,0
2007,10.99,17.08,20843,Diesel,Individual,Manual,0
2007,16.79,33.36,111250,Petrol,Individual,Manual,2
2008,30.44,36.79,127000,Diesel,Dealer,Manual,0
2021,21.11,23.21,165411,Petrol,Dealer,Manual,0
2010,29.3,34.53,107643,Diesel,Dealer,Manual,0
2018,15.1,18.64,121606,Petrol,Dealer,Automatic,0
2015,19.7,33.72,131258,Petrol,Individual,Manual,0
2003,1.3,2.99,198204,Petrol,Dealer,Automatic,0
2022,10.29,20.15,22457,Petrol,Individual,Manual,0
2019,25.67,39.75,51222,Petrol,Individual,Manual,0
2009,37.36,40.35,94857,Petrol,Dealer,Manual,0
2015,28.78,36.09,87245,CNG,Trustmark Dealer,Manual,0
2006,9.42,11.01,69907,CNG,Individual,Manual,2
2006,7.24,13.11,1157,Diesel,Individual,Manual,0
2008,38.66,49.81,82568,Diesel,Trustmark Dealer,Automatic,0
2021,5.31,6.07,59266,CNG,Dealer,Automatic,1
2014,6.54,9.85,135390,Diesel,Individual,Manual,0
2009,4.69,7.37,122399,Petrol,Dealer,Manual,1
2012,13.57,17.06,191762,Diesel,Individual,Manual,0
2021,8.0,11.3,106525,Petrol,Individual,Manual,0
2009,24.03,25.39,75493,Petrol,Individual,Automatic,0
2005,15.42,24.33,69148,,Dealer,Manual,0
2015,22.44,45.17,153018,Petrol,Dealer,Automatic,0
2015,1.78,2.7,144092,CNG,Individual,Manual,0
2020,8.82,16.67,79309,Diesel,Dealer,Manual,1
2022,21.43,30.24,31247,,Individual,Manual,0
2010,14.38,30.64,1443,Diesel,Individual,Manual,1
2011,,24.53,39741,Petrol,Dealer,Manual,1
2009,35.76,40.97,149360,Diesel,Dealer,Automatic,1
2003,1.98,4.07,3910,Petrol,Dealer,Manual,0
2005,20.27,40.96,45169,Petrol,Individual,Manual,0
2015,17.21,25.24,101105,Diesel,Trustmark Dealer,Manual,1
2019,6.23,7.55,18309,Diesel,Dealer,Manual,2
2003,23.11,44.4,146337,Diesel,Individual,Manual,1
2008,14.22,32.81,95499,Petrol,Individual,Manual,0
2023,,9.01,96441,Diesel,Dealer,Automatic,0
2008,2.07,2.65,156307,Petrol,Trustmark Dealer,Manual,1
2014,4.23,7.91,115360,Petrol,Individual,Manual,3
2015,24.88,30.83,187154,Petrol,Trustmark Dealer,Manual,0
2015,9.03,9.79,59095,Petrol,Individual,Manual,0
2017,5.73,12.06,3922,Petrol,Dealer,Manual,3
2023,,2.23,59006,Petrol,Trustmark Dealer,Automatic,0
2018,15.71,36.42,172395,Diesel,Dealer,Automatic,1
2023,20.91,40.71,28771,Petrol,Individual,Manual,1
2013,18.0,40.05,141848,Petrol,Dealer,Manual,1
2007,4.51,7.25,198527,Petrol,Individual,Manual,1
2006,38.54,45.26,38772,CNG,,Manual,0
2005,24.35,33.94,54371,CNG,Trustmark Dealer,Manual,0
2021,23.5,44.98,123947,Petrol,Dealer,Automatic,1
2022,9.67,22.91,153026,Petrol,Individual,Manual,2
2020,15.78,22.41,152909,Petrol,Individual,Manual,0
2017,18.66,39.44,76494,Petrol,Trustmark Dealer,Automatic,0
2011,3.28,5.57,137647,Petrol,Dealer,Automatic,0
2019,18.05,26.52,129345,Petrol,,Manual,1
2016,37.66,41.98,52105,,Individual,Manual,0
2017,18.55,41.68,52720,Diesel,Dealer,Automatic,0
2003,36.74,47.85,113498,Petrol,,Manual,0
2023,14.36,35.22,55080,Petrol,Dealer,Automatic,1
2005,8.35,11.18,82393,Diesel,Individual,Manual,0
2018,1.4,1.99,33309,Diesel,Individual,Manual,0
2013,20.73,24.49,155026,Diesel,Dealer,Manual,0
2014,18.12,26.17,128984,Petrol,Individual,Manual,0
2012,7.58,12.77,181666,,Individual,Automatic,0
2018,3.79,,34368,Petrol,Individual,Automatic,1
2010,13.28,29.72,94278,Petrol,Dealer,Automatic,1
2008,26.69,38.45,78670,Petrol,Dealer,Manual,1
2014,44.13,49.66,126689,Diesel,Individual,Automatic,0
2023,26.07,38.16,129450,CNG,Dealer,Automatic,0
2010,32.17,39.89,12580,Diesel,Trustmark Dealer,Automatic,1
2006,17.61,31.21,21966,Diesel,Individual,Manual,0
2010,31.88,49.31,85615,Petrol,Individual,Manual,1
2020,18.72,32.36,16231,Diesel,Individual,Manual,2
2007,19.85,43.15,143912,CNG,,Manual,0
2011,29.79,47.34,134124,Diesel,Trustmark Dealer,Manual,0
2006,38.2,46.56,34399,Petrol,Individual,Manual,0
2019,12.15,19.69,133826,Petrol,Dealer,Automatic,0
2011,3.67,4.85,122708,Petrol,Individual,Manual,2
2003,7.7,,76306,Petrol,Individual,Manual,0
2023,2.25,3.9,197597,CNG,Individual,Manual,0
2022,5.17,6.16,132097,Diesel,Trustmark Dealer,Automatic,2
2015,,10.05,142473,Diesel,Individual,Manual,0
2018,9.58,17.71,114172,Petrol,Dealer,Manual,2
2015,,27.63,7553,Petrol,Individual,Manual,0
2016,,35.87,72295,Petrol,Trustmark Dealer,Manual,2
2005,9.13,11.34,8755,,Trustmark Dealer,Manual,0
2008,30.15,33.95,165969,Petrol,Trustmark Dealer,Manual,0
2020,18.71,35.51,104300,CNG,Dealer,Manual,0
2021,12.68,28.37,177136,Diesel,Individual,Manual,0
2007,25.93,45.28,98910,Diesel,Dealer,Automatic,0
2017,4.91,6.44,39409,,Dealer,Manual,0
2004,5.83,9.68,98904,CNG,Dealer,Automatic,1
2012,15.45,22.0,56049,Petrol,Dealer,Manual,1
2020,5.84,7.21,47669,Diesel,Dealer,Manual,1
2015,17.96,28.75,146443,Petrol,Dealer,Manual,1
2007,19.49,20.52,73905,Petrol,Dealer,Automatic,0
2003,8.43,14.95,136869,Petrol,Dealer,Manual,0
2003,8.75,9.33,177881,Diesel,Individual,Manual,0
2020,8.92,17.43,199436,Petrol,Dealer,Manual,0
2017,14.19,30.79,131216,Diesel,Individual,Automatic,1
2019,23.75,29.21,79053,Diesel,Dealer,Manual,1
2013,7.09,9.02,17943,Diesel,Individual,Automatic,1
2023,6.02,7.12,109374,Petrol,Dealer,Manual,2
2019,1.36,2.31,27831,Diesel,Dealer,Manual,0
2015,1.47,1.61,43044,Petrol,Individual,Manual,3
2003,20.54,44.11,119602,Petrol,Trustmark Dealer,Manual,0
2004,1.34,3.21,25814,CNG,Dealer,Manual,2
2011,20.82,36.83,74586,Petrol,Dealer,Manual,0
2005,36.67,43.73,192330,Petrol,Trustmark Dealer,Automatic,0
2003,4.47,5.8,60439,Diesel,Dealer,Manual,0
2023,14.32,22.38,39355,Petrol,Dealer,Manual,0
2018,26.05,48.15,60389,Petrol,Trustmark Dealer,Automatic,0
2008,18.11,41.87,16784,Diesel,Individual,Automatic,0
2019,14.64,25.0,2715100,Petrol,Dealer,Manual,1
2007,25.06,38.37,74932,Petrol,Trustmark Dealer,Manual,2
2007,32.55,41.84,139419,Diesel,Individual,Manual,0
2008,13.63,18.05,86520,Diesel,Dealer,Manual,3
2005,41.19,44.72,175169,Diesel,,Manual,1
2023,10.95,24.05,89563,Diesel,Individual,Manual,0
2007,15.71,26.86,84133,Petrol,Individual,Manual,0
2023,33.24,49.99,57499,Diesel,Trustmark Dealer,Automatic,3
2007,32.54,42.32,15072,Diesel,Dealer,Automatic,1
2012,12.6,18.73,13026,Petrol,Individual,Automatic,0
2012,1.36,1.51,53832,CNG,Individual,Manual,0
2021,23.28,31.68,125559,Diesel,Dealer,Automatic,1
2019,14.97,35.49,41966,Petrol,Individual,Manual,0
2023,15.21,32.89,32041,Diesel,Individual,Manual,0
2016,39.44,48.43,97523,Diesel,Individual,Automatic,0
2011,,43.29,164328,Petrol,Individual,Manual,1
2016,11.14,22.99,146977,Diesel,Individual,Manual,0
2003,1.76,4.08,104810,Diesel,Dealer,Automatic,1
2021,17.48,24.33,68673,Diesel,Individual,Automatic,1
2015,26.07,34.77,123343,Petrol,Dealer,Manual,0
2015,,30.78,91044,Petrol,Dealer,Automatic,0
2006,18.08,27.37,55100,Petrol,Individual,Manual,2
2003,13.62,23.97,82156,Diesel,Individual,Automatic,1
2019,14.04,15.39,81359,Diesel,Individual,Manual,1
2010,7.59,14.59,103169,Petrol,Trustmark Dealer,Automatic,0
2004,20.49,25.51,121136,Petrol,Dealer,Automatic,0
2010,6.08,8.87,103800,Petrol,,Manual,0
2009,7.19,17.69,120140,Diesel,Individual,Automatic,1
2004,11.54,,171738,Diesel,Individual,Automatic,0
2005,13.54,29.77,101850,Petrol,Dealer,Manual,0
2020,3.26,4.27,91230,Petrol,Dealer,Automatic,0
2014,29.61,41.65,73750,Petrol,Dealer,Automatic,0
2003,11.59,28.56,145382,Petrol,Individual,Manual,3
2014,17.36,33.87,101699,Diesel,Individual,Manual,0
2007,29.31,,90591,Petrol,,Manual,0
2019,8.43,15.28,160015,Petrol,,Manual,1
2018,16.22,24.05,163989,Diesel,Dealer,Manual,1
2017,27.36,47.86,186738,CNG,Dealer,Manual,0
2017,34.98,38.57,133774,CNG,Dealer,Automatic,1
2007,33.72,48.51,58873,,Dealer,Automatic,0
2023,29.41,37.57,152130,Diesel,Individual,Automatic,2
2016,4.28,9.6,173334,Diesel,Dealer,Automatic,0
2004,1.76,4.16,15537,Diesel,,Manual,0
2013,15.9,29.31,82428,Diesel,Dealer,Manual,0
2021,10.56,18.53,152707,CNG,Individual,Manual,1
2009,11.28,14.5,29544,Petrol,Trustmark Dealer,Manual,0
2008,28.91,40.55,66549,Petrol,Individual,Manual,0
2004,11.5,18.98,122875,Petrol,Dealer,Manual,0
2008,12.56,16.53,52955,Diesel,Dealer,Manual,0
2020,20.9,42.65,111024,Diesel,Dealer,Manual,0
2004,18.47,42.47,169380,Diesel,Dealer,Automatic,0
2020,16.06,18.46,3169,Petrol,Individual,Manual,0
2017,29.68,41.79,111064,Petrol,Individual,Manual,0
2021,32.32,42.69,11423,CNG,Dealer,Manual,0
2004,12.39,21.77,174875,Petrol,Individual,Manual,1
2022,2.58,4.26,94988,Petrol,Dealer,Automatic,0
2008,0.48,1.08,9017,,Dealer,Manual,0
2003,23.21,26.64,175750,Petrol,Individual,Manual,1
2017,12.96,17.86,189464,Petrol,Dealer,Manual,3
2012,22.24,49.86,33948,Petrol,Individual,Manual,0
2021,,38.85,92529,Petrol,Trustmark Dealer,Manual,0
2019,24.68,38.3,102768,Petrol,Individual,Manual,1
2007,39.24,47.81,78147,Petrol,Dealer,Automatic,0
2006,18.11,44.5,33219,Petrol,Individual,Manual,0
2012,6.9,16.59,162932,Petrol,Individual,Manual,0
2019,4.51,9.13,116217,Diesel,Trustmark Dealer,Automatic,3
2012,19.38,37.55,3062700,Petrol,Trustmark Dealer,Manual,1
2019,16.03,19.54,179646,Petrol,Dealer,Manual,0
2022,19.08,24.19,80601,Petrol,Trustmark Dealer,Manual,2
2007,23.56,31.89,156396,Petrol,Dealer,Manual,0
2004,40.33,45.49,198894,Petrol,Dealer,Automatic,0
2008,11.54,21.54,101494,Petrol,Dealer,Automatic,1
2023,35.34,39.38,173738,CNG,Dealer,Manual,0
2004,12.74,14.15,110713,CNG,Individual,Automatic,0
2015,22.49,35.2,25869,Diesel,,Manual,0
2013,0.49,,72164,Petrol,Individual,Manual,0
2013,34.94,43.7,30093,Diesel,,Automatic,1
2018,1.46,2.49,178722,Petrol,Individual,Manual,0
2013,30.07,35.92,118299,Diesel,Dealer,Automatic,1
2021,1.6,3.27,198268,Petrol,Individual,Manual,0
2017,,14.05,180088,,Individual,Manual,0
2018,17.23,25.36,151634,CNG,,Automatic,0
2013,,21.58,69925,Petrol,Dealer,Automatic,3
2018,6.24,10.4,102367,Petrol,Individual,Automatic,0
2010,7.75,17.36,56553,Petrol,Individual,Manual,1
2006,24.03,,58279,Petrol,Individual,Manual,0
2010,29.18,33.79,36608,CNG,,Automatic,3
2006,2.48,4.52,61840,Petrol,Dealer,Automatic,0
2005,30.87,37.62,11770,Petrol,Dealer,Manual,1
2005,1.8,3.6,56461,Diesel,Individual,Automatic,1
2020,21.27,27.6,27627,Petrol,Dealer,Automatic,1
2021,12.41,13.74,7146,Petrol,Dealer,Manual,2
2021,17.23,29.8,89481,Petrol,Dealer,Manual,1
2023,12.36,13.81,60753,,Individual,Manual,1
2007,33.4,49.26,91480,Petrol,,Manual,0
2020,9.29,16.18,53079,Diesel,Dealer,Manual,0
2012,11.49,12.86,118081,Petrol,Dealer,Automatic,0
2023,6.11,14.64,59074,Petrol,Dealer,Manual,2
2008,18.66,44.93,83816,Petrol,Individual,Manual,0
2003,23.48,32.17,194579,CNG,Individual,Manual,1
2007,30.85,36.8,155323,Petrol,Dealer,Manual,0
2011,37.4,45.98,95771,Petrol,Individual,Automatic,1
2014,20.27,45.68,163968,CNG,Dealer,Manual,0
2016,34.33,37.21,171185,CNG,Trustmark Dealer,Manual,0
2004,8.41,10.69,185783,Diesel,,Manual,0
2019,39.03,42.33,14322,,Trustmark Dealer,Automatic,0
2016,6.39,10.99,8747,Petrol,Dealer,Automatic,1
2015,29.23,37.4,118068,Petrol,Individual,Automatic,0
2011,30.2,34.59,98748,Diesel,Dealer,Manual,1
2017,23.27,38.19,115702,Petrol,Individual,Automatic,0
2017,25.22,27.1,59697,Petrol,,Manual,1
2013,,32.3,36903,Petrol,Individual,Manual,0
2018,,47.71,199885,Petrol,Individual,Manual,0
2019,5.39,5.95,173042,Diesel,Individual,Manual,0
2006,15.05,16.13,199264,Diesel,,Manual,1
2003,17.24,30.96,43207,Diesel,Individual,Manual,1
2010,22.91,48.24,113352,Petrol,Dealer,Manual,0
2019,4.64,5.68,51812,Diesel,Individual,Automatic,2
2005,1.91,2.1,164475,Petrol,Trustmark Dealer,Manual,0
2022,2.72,3.73,35531,Petrol,Individual,Automatic,0
2017,2.67,3.57,196081,Petrol,Individual,Manual,0
2017,37.28,45.48,147485,Petrol,Trustmark Dealer,Manual,0
2016,17.6,36.34,172705,Petrol,Individual,Manual,0
2016,31.97,34.18,61032,Petrol,Trustmark Dealer,Manual,0
2004,15.98,26.61,167457,CNG,Dealer,Automatic,0
2015,29.31,39.32,102058,CNG,Individual,Automatic,2
2016,5.68,,92040,Petrol,Dealer,Manual,0
2021,13.29,20.21,74637,Petrol,Individual,Manual,0
2009,19.67,25.01,51578,,Dealer,Manual,0
2005,6.07,6.41,160307,Petrol,Dealer,Manual,0
2017,16.44,21.56,71744,Petrol,Dealer,Automatic,0
2016,13.81,16.51,76961,Petrol,Dealer,Manual,0
2013,1.14,2.74,29485,Diesel,Dealer,Manual,0
2017,6.51,7.7,99059,Petrol,,Manual,0
2015,21.72,,145254,Petrol,Dealer,Manual,0
2020,0.88,1.88,15480,Diesel,Individual,Automatic,0
2008,21.63,46.78,189032,Diesel,Dealer,Manual,1
2005,4.05,,183285,Petrol,Dealer,Manual,0
2021,38.1,40.16,64094,Petrol,Individual,Automatic,0
2017,34.51,45.03,177129,CNG,Individual,Manual,1
2007,25.65,47.12,2042140,Diesel,Individual,Manual,0
2012,,43.51,105513,Petrol,Individual,Manual,2
2009,,15.09,36061,Diesel,Dealer,Automatic,0
2019,7.55,17.32,84545,Petrol,Dealer,Automatic,1
2009,13.57,21.9,16789,Diesel,Individual,Automatic,0
2014,6.0,7.83,121497,Petrol,Individual,Manual,0
2019,,2.09,99875,Petrol,Trustmark Dealer,Manual,0
2015,27.64,43.59,161179,Diesel,Dealer,Manual,0
2022,14.36,28.15,27287,Diesel,Dealer,Automatic,1
2006,26.19,30.83,16014,Petrol,,Manual,0
2012,375.7,46.42,140646,Petrol,Individual,Manual,0
2005,29.32,33.59,170669,Petrol,Dealer,Automatic,0
2011,18.06,34.85,18467,Petrol,Individual,Manual,0
2015,24.63,39.56,175549,Petrol,Trustmark Dealer,Manual,1
2020,6.3,,88450,Diesel,Individual,Automatic,0
2017,9.08,18.65,186426,Petrol,Dealer,Automatic,1
2006,37.26,48.44,78897,Diesel,Dealer,Manual,0
2017,24.52,46.22,121118,Diesel,Individual,Manual,0
2004,29.92,44.32,197037,Petrol,Individual,Manual,0
2017,19.45,23.15,86417,Diesel,Individual,Manual,0
2010,28.76,43.0,22880,CNG,Dealer,Manual,0
2010,2.84,3.37,120618,Petrol,Individual,Automatic,0
2019,5.25,8.28,159323,CNG,Individual,Manual,3
2014,20.21,21.28,53546,Diesel,,Automatic,2
2021,15.79,24.69,125083,Petrol,Dealer,Automatic,0
2012,6.71,13.91,116461,Petrol,Dealer,Manual,0
2011,11.47,18.47,45016,Diesel,Dealer,Manual,2
2007,7.26,8.98,158961,Petrol,Trustmark Dealer,Manual,1
2008,21.63,24.97,26979,,Dealer,Automatic,0
2022,26.06,39.9,62516,Diesel,Dealer,Automatic,0
2004,24.29,33.41,49741,Petrol,Dealer,Manual,1
2015,5.43,6.28,197107,Petrol,Individual,Automatic,0
2008,21.09,24.89,58133,Petrol,Individual,Manual,0
2007,26.8,35.18,14360,Petrol,,Automatic,0
2003,22.87,26.96,67939,Diesel,Individual,Manual,0
2023,14.47,20.19,37088,Petrol,Trustmark Dealer,Automatic,0
2023,12.67,31.47,81318,Petrol,Dealer,Automatic,0
2008,20.48,48.46,146092,Petrol,Individual,Automatic,2
2008,5.3,5.65,139492,Diesel,Individual,Automatic,1
2018,9.65,20.11,90059,Petrol,Individual,Manual,0
2006,13.02,20.92,34637,CNG,Dealer,Manual,0
2013,26.74,29.27,171282,Diesel,Dealer,Manual,1
2011,4.29,8.46,32453,Diesel,Dealer,Manual,0
2005,8.35,9.66,141347,Petrol,Dealer,Manual,0
2021,12.73,14.98,162124,Petrol,Individual,Manual,1
2010,45.09,47.84,165813,Petrol,Dealer,Manual,0
2007,20.52,36.97,163685,Petrol,Dealer,Manual,0
2006,19.16,33.42,92337,Diesel,Individual,Manual,2
2008,36.79,41.03,49162,Petrol,Trustmark Dealer,Manual,0
2004,3.83,7.25,33199,Petrol,Trustmark Dealer,Manual,1
2022,30.24,43.11,18572,Diesel,Individual,Manual,0
2013,23.79,30.15,137219,Petrol,Individual,Automatic,3
2006,9.58,17.43,4443,Petrol,Individual,Manual,1
2017,37.54,40.98,95521,Petrol,Individual,Manual,3
2008,30.9,40.33,72220,Diesel,,Manual,1
2019,18.08,42.44,14595,Petrol,Dealer,Manual,0
2008,3.16,6.66,67857,Diesel,Dealer,Manual,2
2021,24.49,48.5,15810,Petrol,Individual,Manual,1
2004,25.68,48.02,138812,Petrol,Individual,Manual,0
2017,14.85,18.52,33712,Diesel,Individual,Automatic,0
2013,1.9,4.23,6468,Diesel,Dealer,Manual,0
2010,5.45,9.19,128611,Petrol,Dealer,Manual,0
2021,44.75,49.65,130468,Diesel,Individual,Manual,0
2015,,,80054,Petrol,Individual,Manual,2
2014,10.09,18.47,13704,Diesel,,Manual,0
2007,140.1,15.12,66974,Diesel,Dealer,Manual,0
2008,7.26,,66700,Petrol,Individual,Automatic,1
2006,30.11,33.54,137750,CNG,Trustmark Dealer,Manual,0
2021,17.22,21.55,130443,Petrol,Trustmark Dealer,Manual,0
2022,39.0,48.31,65882,Diesel,Dealer,Automatic,0
2003,28.32,34.51,189059,CNG,Individual,Manual,0
2022,27.02,39.81,168177,Petrol,Dealer,Manual,0
2019,13.01,15.34,102654,Petrol,Individual,Manual,3
2014,4.2,4.88,149443,Diesel,Individual,Automatic,1
2017,14.9,24.9,36297,Petrol,Dealer,Automatic,0
2003,10.18,16.41,29753,Diesel,Individual,Manual,2
2016,9.69,10.9,2234200,Petrol,Individual,Manual,0
2008,32.83,47.68,86765,Diesel,Trustmark Dealer,Manual,0
2007,19.96,22.76,137828,Petrol,Dealer,Automatic,0
2013,7.12,9.56,172945,Petrol,Dealer,Manual,0
2006,7.79,10.73,61630,Diesel,Individual,Automatic,2
2015,6.15,14.75,156675,,Individual,Automatic,1
2013,276.3,49.97,155380,Petrol,Individual,Manual,2
2005,9.55,,103897,Petrol,Trustmark Dealer,Automatic,3
2003,12.37,17.11,32256,Diesel,Individual,Manual,0
2008,24.87,33.31,56814,Diesel,Individual,Manual,1
2020,12.23,15.4,33961,Diesel,Trustmark Dealer,Manual,0
2012,8.8,11.57,183713,Diesel,Individual,Manual,3
2007,7.6,8.77,158505,Petrol,Dealer,Manual,0
2012,9.18,,30731,Diesel,Individual,Manual,0
2014,4.66,6.19,7401,Diesel,Individual,Manual,0
2004,0.82,1.91,123992,Petrol,Dealer,Manual,0
2015,26.85,40.43,125197,Petrol,Dealer,Automatic,0
2010,4.25,7.76,101041,,Dealer,Automatic,0
2004,23.78,39.02,150517,Diesel,Dealer,Manual,0
2022,23.85,40.08,62012,Diesel,Trustmark Dealer,Manual,0
2003,11.85,27.36,158042,Diesel,Dealer,Manual,0
2007,10.62,16.17,194962,Petrol,Dealer,Manual,0
2011,7.68,8.11,143432,Diesel,Individual,Manual,0
2019,20.94,37.1,186685,Diesel,,Manual,0
2011,24.52,30.47,65357,Petrol,Individual,Manual,0
2013,23.23,33.12,33235,Petrol,Dealer,Automatic,0
2017,0.82,1.42,82395,Diesel,Individual,Manual,0
2008,20.87,46.45,11428,CNG,Individual,Manual,0
2005,2.2,4.25,179257,Petrol,Individual,Automatic,2
2019,15.75,18.97,86171,Petrol,Individual,Manual,1
2007,11.47,20.73,169893,Petrol,Dealer,Manual,3
2014,0.51,1.07,180073,Petrol,Individual,Automatic,0
2020,14.76,25.36,78660,Petrol,Individual,Manual,0
2016,27.33,37.89,114020,Petrol,Trustmark Dealer,Automatic,3
2023,32.53,41.34,40633,Diesel,Dealer,Automatic,0
2013,27.03,44.09,123104,Diesel,Trustmark Dealer,Manual,0
2011,16.78,24.9,15407,Petrol,Individual,Manual,1
2004,20.74,31.9,150152,Diesel,Individual,Automatic,0
2014,1.98,4.9,74860,Diesel,Individual,Automatic,1
2005,15.38,24.91,8407,Petrol,Trustmark Dealer,Manual,0
2005,6.21,8.59,172085,Petrol,Individual,Manual,0
2003,13.63,19.11,38433,Diesel,Individual,Manual,0
2010,13.92,17.14,196020,Diesel,Individual,Automatic,0
2010,16.72,21.75,5220,Petrol,Dealer,Manual,2
2013,16.02,29.01,194546,Petrol,Dealer,Manual,1
2011,24.46,45.24,78267,Diesel,Individual,Manual,0
2007,13.32,20.33,123262,Petrol,Dealer,Manual,0
2016,39.42,49.08,23554,Diesel,Individual,Automatic,1
2005,17.25,38.19,78021,Diesel,Individual,Automatic,1
2023,24.02,26.06,66847,,Individual,Manual,0
2007,22.75,32.56,93541,Petrol,Dealer,Manual,2
2007,3.42,6.01,158433,Petrol,Individual,Manual,2
2021,33.11,42.38,104738,Petrol,Individual,Manual,0
2016,12.54,29.54,82103,Petrol,Individual,Manual,2
2006,32.87,49.32,148052,Diesel,Dealer,Manual,1
2015,21.48,32.19,51748,Petrol,Dealer,Manual,2
2012,20.48,41.87,197729,Petrol,Individual,Manual,0
2020,34.59,40.19,34518,,Individual,Manual,1
2010,15.03,17.93,50257,Diesel,Dealer,Manual,0
2010,6.64,,7934,,Individual,Manual,1
2009,13.26,22.09,75787,Petrol,Individual,Manual,0
2010,10.88,23.89,96781,Petrol,Dealer,Manual,0
2016,11.06,12.76,78895,Petrol,,Automatic,1
2021,25.91,44.84,144927,Petrol,Individual,Automatic,0
